Name;inSizeRatioProcessNode;inSizeRatioFileNode;inSizeRatioSocketNode;outSizeRatioProcessNode;outSizeRatioFileNode;outSizeRatioSocketNode;inEdgeCompression;outEdgeCompression;sizeStdDev;sizeEnt;boundedPageRankNormalized;boundClosenessSizeCentralityNormalized;boundBetweennessSizeCentrality;pageRankNormalized;closenessSizeCentralityNormalized;betweennessSizeCentrality;fitModel-poly4-inSizeRatioProcessNode-c0;fitModel-poly4-inSizeRatioProcessNode-c1;fitModel-poly4-inSizeRatioProcessNode-c2;fitModel-poly4-inSizeRatioProcessNode-c3;fitModel-poly4-inSizeRatioProcessNode-c4;fitModel-poly4-inSizeRatioFileNode-c0;fitModel-poly4-inSizeRatioFileNode-c1;fitModel-poly4-inSizeRatioFileNode-c2;fitModel-poly4-inSizeRatioFileNode-c3;fitModel-poly4-inSizeRatioFileNode-c4;fitModel-poly4-inSizeRatioSocketNode-c0;fitModel-poly4-inSizeRatioSocketNode-c1;fitModel-poly4-inSizeRatioSocketNode-c2;fitModel-poly4-inSizeRatioSocketNode-c3;fitModel-poly4-inSizeRatioSocketNode-c4;fitModel-poly4-outSizeRatioProcessNode-c0;fitModel-poly4-outSizeRatioProcessNode-c1;fitModel-poly4-outSizeRatioProcessNode-c2;fitModel-poly4-outSizeRatioProcessNode-c3;fitModel-poly4-outSizeRatioProcessNode-c4;fitModel-poly4-outSizeRatioFileNode-c0;fitModel-poly4-outSizeRatioFileNode-c1;fitModel-poly4-outSizeRatioFileNode-c2;fitModel-poly4-outSizeRatioFileNode-c3;fitModel-poly4-outSizeRatioFileNode-c4;fitModel-poly4-outSizeRatioSocketNode-c0;fitModel-poly4-outSizeRatioSocketNode-c1;fitModel-poly4-outSizeRatioSocketNode-c2;fitModel-poly4-outSizeRatioSocketNode-c3;fitModel-poly4-outSizeRatioSocketNode-c4;fitModel-poly4-inEdgeCompression-c0;fitModel-poly4-inEdgeCompression-c1;fitModel-poly4-inEdgeCompression-c2;fitModel-poly4-inEdgeCompression-c3;fitModel-poly4-inEdgeCompression-c4;fitModel-poly4-outEdgeCompression-c0;fitModel-poly4-outEdgeCompression-c1;fitModel-poly4-outEdgeCompression-c2;fitModel-poly4-outEdgeCompression-c3;fitModel-poly4-outEdgeCompression-c4;fitModel-poly4-sizeStdDev-c0;fitModel-poly4-sizeStdDev-c1;fitModel-poly4-sizeStdDev-c2;fitModel-poly4-sizeStdDev-c3;fitModel-poly4-sizeStdDev-c4;fitModel-poly4-sizeEnt-c0;fitModel-poly4-sizeEnt-c1;fitModel-poly4-sizeEnt-c2;fitModel-poly4-sizeEnt-c3;fitModel-poly4-sizeEnt-c4;fitModel-poly4-boundedPageRankNormalized-c0;fitModel-poly4-boundedPageRankNormalized-c1;fitModel-poly4-boundedPageRankNormalized-c2;fitModel-poly4-boundedPageRankNormalized-c3;fitModel-poly4-boundedPageRankNormalized-c4;fitModel-poly4-boundClosenessSizeCentralityNormalized-c0;fitModel-poly4-boundClosenessSizeCentralityNormalized-c1;fitModel-poly4-boundClosenessSizeCentralityNormalized-c2;fitModel-poly4-boundClosenessSizeCentralityNormalized-c3;fitModel-poly4-boundClosenessSizeCentralityNormalized-c4;fitModel-poly4-boundBetweennessSizeCentrality-c0;fitModel-poly4-boundBetweennessSizeCentrality-c1;fitModel-poly4-boundBetweennessSizeCentrality-c2;fitModel-poly4-boundBetweennessSizeCentrality-c3;fitModel-poly4-boundBetweennessSizeCentrality-c4;fitModel-poly4-pageRankNormalized-c0;fitModel-poly4-pageRankNormalized-c1;fitModel-poly4-pageRankNormalized-c2;fitModel-poly4-pageRankNormalized-c3;fitModel-poly4-pageRankNormalized-c4;fitModel-poly4-closenessSizeCentralityNormalized-c0;fitModel-poly4-closenessSizeCentralityNormalized-c1;fitModel-poly4-closenessSizeCentralityNormalized-c2;fitModel-poly4-closenessSizeCentralityNormalized-c3;fitModel-poly4-closenessSizeCentralityNormalized-c4;fitModel-poly4-betweennessSizeCentrality-c0;fitModel-poly4-betweennessSizeCentrality-c1;fitModel-poly4-betweennessSizeCentrality-c2;fitModel-poly4-betweennessSizeCentrality-c3;fitModel-poly4-betweennessSizeCentrality-c4;Class
P>goodware.netsh.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,01740;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,00480;0,00000;0,00000;-0,01055;0,00821;0,02092;-0,01047;0,99555;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00560;-0,00355;-0,01163;-0,01021;0,04126;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00089;-0,00149;0,00045;-0,00207;0,00726;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.NETSTAT.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,03630;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,02130;0,00000;0,00000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;goodware
P>goodware.newdev.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,05740;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,02030;0,00000;0,00000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;goodware
P>goodware.nfsadmin.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,05500;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,02030;0,00000;0,00000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;goodware
P>goodware.nfsclnt.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,04000;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,01650;0,00000;0,00000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;goodware
P>goodware.ngen.exe;1,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,10970;0,00010;-1,00000;-1,00000;0,35090;1,00000;1,00000;0,02340;0,00010;1,00000;-1203617648983730,00000;303283140268493,00000;2311710087730650,00000;-293655104069494,00000;-400296119087558,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,36100;0,09096;0,69335;-0,08808;0,87994;0,00000;0,00000;0,00000;0,00000;0,00000;-132036856093515,00000;33270160487453,70000;253594596624052,00000;-32213964916423,40000;-43912484263905,10000;-0,00005;0,00001;0,00009;-0,00001;0,00008;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,11016;0,02776;0,21157;-0,02688;0,31426;-0,36100;0,09096;0,69335;-0,08808;0,87994;-0,36100;0,09096;0,69335;-0,08808;0,87994;-5175555890630,04000;1304117503154,52000;9940353377241,82000;-1262716947498,82000;-1721273312076,48000;-0,00005;0,00001;0,00009;-0,00001;0,00008;-0,36100;0,09096;0,69335;-0,08808;0,87994;goodware
P>goodware.nslookup.exe;0,96770;0,03230;0,00000;0,00000;0,62750;0,37250;0,01960;0,00000;0,27250;0,21580;0,25970;1,00000;1,00000;0,00810;0,00000;1,00000;-0,06080;0,04796;0,11979;-0,06076;0,94241;-0,03275;0,02589;0,06445;-0,03276;0,01871;-0,03118;0,02462;0,06141;-0,03117;-0,01296;0,00000;0,00000;0,00000;0,00000;0,00000;-0,00036;0,00030;0,00071;-0,00037;0,62735;0,00036;-0,00030;-0,00071;0,00037;0,37265;0,00171;0,00052;-0,00559;-0,01501;0,04376;0,00001;-0,00002;0,00000;0,00001;0,00000;-0,06170;0,05010;0,11967;-0,06252;0,24762;-0,01046;0,00850;0,02029;-0,01060;0,21158;0,00000;0,00000;0,00000;0,00000;0,25970;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00074;-0,00187;0,00251;-0,00493;0,01221;0,00001;-0,00002;0,00000;0,00001;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;goodware
P>goodware.odbcad32.exe;0,99920;0,00070;0,00000;-1,00000;-1,00000;-1,00000;0,08080;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,05860;0,00000;0,00000;0,63231;-0,28103;-1,40513;0,87430;0,99920;-0,54985;0,24438;1,22189;-0,76029;0,00070;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,05107;-0,02270;-0,11348;0,07061;0,08080;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00342;-0,00152;-0,00759;0,00473;0,05860;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.odbcconf.exe;0,00000;0,98360;0,00000;-1,00000;-1,00000;-1,00000;0,00000;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,02780;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,98360;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,02780;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.oobeldr.exe;1,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,05200;0,00420;0,26140;0,00030;0,17090;1,00000;1,00000;0,02370;0,00420;1,00000;-0,03636;0,25214;-0,29752;-0,01273;1,05205;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,36100;0,09096;0,69335;-0,08808;0,87994;0,00000;0,00000;0,00000;0,00000;0,00000;-0,00190;0,01311;-0,01546;-0,00066;0,05471;-1444341178780,47000;363939768322,19200;2774052105276,78000;-352386124883,39300;-480355342905,06700;0,48264;0,18488;-1,39036;0,11289;0,50282;-0,00001;0,00008;-0,00009;0,00000;0,00032;42487703009125,40000;-10705894851477,80000;-81603366096891,70000;10366025173653,10000;14130453003790,90000;-0,36100;0,09096;0,69335;-0,08808;0,87994;-0,36100;0,09096;0,69335;-0,08808;0,87994;240723529796,74200;-60656628053,69650;-462342017546,12400;58731020813,89770;80059223817,53440;-1444341178780,47000;363939768322,19200;2774052105276,78000;-352386124883,39300;-480355342905,06700;-0,36100;0,09096;0,69335;-0,08808;0,87994;goodware
P>goodware.OptionalFeatures.exe;0,00000;0,98320;0,00000;-1,00000;-1,00000;-1,00000;0,00050;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,00610;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,01179;-0,02398;0,03190;0,08430;0,91710;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00007;-0,00012;0,00022;0,00039;0,00016;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00110;-0,00666;0,00789;0,00053;0,00397;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.p2phost.exe;0,00000;1,00000;0,00000;0,00000;1,00000;0,00000;0,16240;0,05130;0,61880;0,32320;0,20620;1,00000;1,00000;0,25230;0,05130;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,19689;-0,02870;-0,68814;0,43375;1,02422;0,00000;0,00000;0,00000;0,00000;0,00000;0,18734;-0,08580;-0,63706;0,55620;-0,04892;0,37467;-0,17160;-1,27411;1,11240;0,90216;0,18734;-0,08580;-0,63706;0,55620;-0,04892;0,02794;-0,00717;-0,09178;0,06792;0,13164;0,00645;-0,00018;-0,01856;0,01247;0,02492;0,09433;0,12590;-0,10909;-0,11032;-0,98708;0,07710;0,10291;-0,08917;-0,09018;-0,98944;-0,13003;0,04444;0,42326;-0,35117;0,38150;0,37467;-0,17160;-1,27411;1,11240;0,90216;0,37467;-0,17160;-1,27411;1,11240;0,90216;0,03080;-0,01024;-0,10147;0,08223;0,21900;0,00645;-0,00018;-0,01856;0,01247;0,02492;0,18734;-0,08580;-0,63706;0,55620;0,95108;goodware
P>goodware.PATHPING.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,04640;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,01690;0,00000;0,00000;-0,36100;0,09096;0,69335;-0,08808;0,87994;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,02140;0,00539;0,04110;-0,00522;0,03928;0,00000;0,00000;0,00000;0,00000;0,00000;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,36100;0,09096;0,69335;-0,08808;0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,00357;0,00090;0,00685;-0,00087;0,01571;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.pcaui.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,02220;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,02640;0,00000;0,00000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;goodware
P>goodware.PDMSetup.exe;1,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,05720;0,00350;-1,00000;0,00000;0,20620;1,00000;1,00000;0,01920;0,00350;1,00000;0,92985;-1,11594;-1,98884;2,42305;0,63379;0,46492;-0,55797;-0,99442;1,21152;-0,18311;0,46492;-0,55797;-0,99442;1,21152;-0,18311;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,02659;-0,03192;-0,05688;0,06930;0,04673;-0,00009;0,00011;0,00020;-0,00024;0,00354;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,20620;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00270;-0,00324;-0,00577;0,00703;0,01814;-0,00009;0,00011;0,00020;-0,00024;0,00354;0,00000;0,00000;0,00000;0,00000;1,00000;goodware
P>goodware.PkgMgr.exe;0,99970;0,00030;0,00000;-1,00000;-1,00000;-1,00000;0,13360;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,03330;0,00000;0,00000;-0,15493;0,33468;-0,07029;-0,11931;1,02167;0,15239;-0,32919;0,06914;0,11735;-0,02131;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,02071;0,04473;-0,00939;-0,01594;0,13654;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00073;0,00157;-0,00033;-0,00056;0,03340;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.plasrv.exe;0,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,00000;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,00430;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00170;-0,00252;-0,00088;-0,00040;0,00647;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.PnPUnattend.exe;1,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,05500;0,00320;0,36420;0,00040;0,14600;1,00000;1,00000;0,02440;0,00320;1,00000;-0,03636;0,25214;-0,29752;-0,01273;1,05205;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,36100;0,09096;0,69335;-0,08808;0,87994;0,00000;0,00000;0,00000;0,00000;0,00000;-0,00199;0,01387;-0,01638;-0,00070;0,05787;-0,00146;0,00032;0,00288;-0,00036;0,00270;0,53169;0,19750;-1,52232;0,12446;0,62853;-0,00001;0,00010;-0,00012;-0,00001;0,00042;-0,08465;0,02133;0,16257;-0,02065;0,11785;-0,36100;0,09096;0,69335;-0,08808;0,87994;-0,36100;0,09096;0,69335;-0,08808;0,87994;-0,00927;0,00343;0,01615;-0,00228;0,02161;-0,00146;0,00032;0,00288;-0,00036;0,00270;-0,36100;0,09096;0,69335;-0,08808;0,87994;goodware
P>goodware.powercfg.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,04240;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,01670;0,00000;0,00000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;goodware
P>goodware.powershell.exe;0,35290;0,64710;0,00000;-1,00000;-1,00000;-1,00000;0,17700;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,02090;0,00000;0,00000;0,01775;-0,01569;-0,03274;0,01875;0,35936;-0,01776;0,01569;0,03274;-0,01875;0,64064;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00189;0,01180;-0,02259;-0,10451;0,33407;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00022;-0,00060;0,00273;-0,00861;0,02827;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.powershell_ise.exe;0,18120;0,81880;0,00000;0,00000;1,00000;0,00000;0,15220;0,00000;10,22350;-1,00000;0,25970;1,00000;1,00000;0,02040;0,00000;1,00000;0,02841;-0,02732;-0,04931;0,03113;0,19032;-0,02841;0,02732;0,04931;-0,03113;0,80968;0,00000;0,00000;0,00000;0,00000;0,00000;-0,06410;0,05288;0,12308;-0,06536;-0,02533;-0,12819;0,10575;0,24616;-0,13072;0,94933;-0,06410;0,05288;0,12308;-0,06536;-0,02533;-0,01217;0,02230;0,00191;-0,08947;0,27662;0,00000;0,00000;0,00000;0,00000;0,00000;-1,22738;1,11578;2,21546;-1,30643;9,79435;0,00000;0,00000;0,00000;0,00000;-1,00000;0,05158;-0,04339;-0,09789;0,05304;0,27963;-0,12819;0,10575;0,24616;-0,13072;0,94933;-0,12819;0,10575;0,24616;-0,13072;0,94933;-0,00307;0,00140;0,00914;-0,00803;0,02306;0,00000;0,00000;0,00000;0,00000;0,00000;-0,06410;0,05288;0,12308;-0,06536;0,97467;goodware
P>goodware.PresentationFontCache.exe;0,14820;0,85180;0,00000;0,00000;1,00000;0,00000;0,14000;0,07660;2,50000;0,66410;0,25970;1,00000;1,00000;0,17230;0,07660;1,00000;0,05704;0,07100;-0,20514;-0,09445;0,24859;-0,05704;-0,07100;0,20514;0,09445;0,75142;0,00000;0,00000;0,00000;0,00000;0,00000;-0,09986;0,10465;0,10757;-0,05937;-0,01605;-0,19971;0,20930;0,21513;-0,11873;0,96790;-0,09986;0,10465;0,10757;-0,05937;-0,01605;0,02539;-0,00347;-0,08139;0,04543;0,14273;0,00999;-0,00309;-0,03426;0,02724;0,07395;0,71891;-0,60385;-2,08343;2,48509;1,91077;0,34683;-0,26889;-1,01263;1,14390;0,40758;0,04593;-0,05274;-0,01487;-0,02508;0,28476;-0,19971;0,20930;0,21513;-0,11873;0,96790;-0,19971;0,20930;0,21513;-0,11873;0,96790;0,01949;-0,01534;-0,06393;0,07831;0,15286;0,00999;-0,00309;-0,03426;0,02724;0,07395;-0,09986;0,10465;0,10757;-0,05937;0,98395;goodware
P>goodware.PresentationHost.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,17390;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,03000;0,00000;0,00000;-0,15497;0,33478;-0,07031;-0,11934;1,02197;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,02695;0,05822;-0,01223;-0,02075;0,17772;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00090;0,00194;-0,00041;-0,00069;0,03013;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.PrintBrmEngine.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,04210;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,00280;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00704;-0,00062;-0,01885;-0,04340;0,11642;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00013;-0,00147;0,00243;-0,00116;0,00339;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.printfilterpipelinesvc.exe;-1,00000;-1,00000;-1,00000;-1,00000;-1,00000;-1,00000;0,00000;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,00400;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00036;-0,00051;0,00254;-0,00195;0,00478;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
