Name;inSizeRatioProcessNode;inSizeRatioFileNode;inSizeRatioSocketNode;outSizeRatioProcessNode;outSizeRatioFileNode;outSizeRatioSocketNode;inEdgeCompression;outEdgeCompression;sizeStdDev;sizeEnt;boundedPageRankNormalized;boundClosenessSizeCentralityNormalized;boundBetweennessSizeCentrality;pageRankNormalized;closenessSizeCentralityNormalized;betweennessSizeCentrality;fitModel-poly4-inSizeRatioProcessNode-c0;fitModel-poly4-inSizeRatioProcessNode-c1;fitModel-poly4-inSizeRatioProcessNode-c2;fitModel-poly4-inSizeRatioProcessNode-c3;fitModel-poly4-inSizeRatioProcessNode-c4;fitModel-poly4-inSizeRatioFileNode-c0;fitModel-poly4-inSizeRatioFileNode-c1;fitModel-poly4-inSizeRatioFileNode-c2;fitModel-poly4-inSizeRatioFileNode-c3;fitModel-poly4-inSizeRatioFileNode-c4;fitModel-poly4-inSizeRatioSocketNode-c0;fitModel-poly4-inSizeRatioSocketNode-c1;fitModel-poly4-inSizeRatioSocketNode-c2;fitModel-poly4-inSizeRatioSocketNode-c3;fitModel-poly4-inSizeRatioSocketNode-c4;fitModel-poly4-outSizeRatioProcessNode-c0;fitModel-poly4-outSizeRatioProcessNode-c1;fitModel-poly4-outSizeRatioProcessNode-c2;fitModel-poly4-outSizeRatioProcessNode-c3;fitModel-poly4-outSizeRatioProcessNode-c4;fitModel-poly4-outSizeRatioFileNode-c0;fitModel-poly4-outSizeRatioFileNode-c1;fitModel-poly4-outSizeRatioFileNode-c2;fitModel-poly4-outSizeRatioFileNode-c3;fitModel-poly4-outSizeRatioFileNode-c4;fitModel-poly4-outSizeRatioSocketNode-c0;fitModel-poly4-outSizeRatioSocketNode-c1;fitModel-poly4-outSizeRatioSocketNode-c2;fitModel-poly4-outSizeRatioSocketNode-c3;fitModel-poly4-outSizeRatioSocketNode-c4;fitModel-poly4-inEdgeCompression-c0;fitModel-poly4-inEdgeCompression-c1;fitModel-poly4-inEdgeCompression-c2;fitModel-poly4-inEdgeCompression-c3;fitModel-poly4-inEdgeCompression-c4;fitModel-poly4-outEdgeCompression-c0;fitModel-poly4-outEdgeCompression-c1;fitModel-poly4-outEdgeCompression-c2;fitModel-poly4-outEdgeCompression-c3;fitModel-poly4-outEdgeCompression-c4;fitModel-poly4-sizeStdDev-c0;fitModel-poly4-sizeStdDev-c1;fitModel-poly4-sizeStdDev-c2;fitModel-poly4-sizeStdDev-c3;fitModel-poly4-sizeStdDev-c4;fitModel-poly4-sizeEnt-c0;fitModel-poly4-sizeEnt-c1;fitModel-poly4-sizeEnt-c2;fitModel-poly4-sizeEnt-c3;fitModel-poly4-sizeEnt-c4;fitModel-poly4-boundedPageRankNormalized-c0;fitModel-poly4-boundedPageRankNormalized-c1;fitModel-poly4-boundedPageRankNormalized-c2;fitModel-poly4-boundedPageRankNormalized-c3;fitModel-poly4-boundedPageRankNormalized-c4;fitModel-poly4-boundClosenessSizeCentralityNormalized-c0;fitModel-poly4-boundClosenessSizeCentralityNormalized-c1;fitModel-poly4-boundClosenessSizeCentralityNormalized-c2;fitModel-poly4-boundClosenessSizeCentralityNormalized-c3;fitModel-poly4-boundClosenessSizeCentralityNormalized-c4;fitModel-poly4-boundBetweennessSizeCentrality-c0;fitModel-poly4-boundBetweennessSizeCentrality-c1;fitModel-poly4-boundBetweennessSizeCentrality-c2;fitModel-poly4-boundBetweennessSizeCentrality-c3;fitModel-poly4-boundBetweennessSizeCentrality-c4;fitModel-poly4-pageRankNormalized-c0;fitModel-poly4-pageRankNormalized-c1;fitModel-poly4-pageRankNormalized-c2;fitModel-poly4-pageRankNormalized-c3;fitModel-poly4-pageRankNormalized-c4;fitModel-poly4-closenessSizeCentralityNormalized-c0;fitModel-poly4-closenessSizeCentralityNormalized-c1;fitModel-poly4-closenessSizeCentralityNormalized-c2;fitModel-poly4-closenessSizeCentralityNormalized-c3;fitModel-poly4-closenessSizeCentralityNormalized-c4;fitModel-poly4-betweennessSizeCentrality-c0;fitModel-poly4-betweennessSizeCentrality-c1;fitModel-poly4-betweennessSizeCentrality-c2;fitModel-poly4-betweennessSizeCentrality-c3;fitModel-poly4-betweennessSizeCentrality-c4;Class
P>malware.053213fd2c45fef6dfccda41647ce26e1c71112b.exe;0,43580;0,56420;0,00000;0,00000;1,00000;0,00000;0,25320;0,04960;2,64430;3,45950;0,20620;1,00000;1,00000;0,01910;0,04960;1,00000;-0,02064;0,02343;0,06019;-0,08343;0,45443;0,02064;-0,02343;-0,06019;0,08343;0,54557;0,00000;0,00000;0,00000;0,00000;0,00000;0,13796;-0,16690;-0,46852;0,71767;-0,18489;0,27591;-0,33380;-0,93704;1,43534;0,63022;0,13796;-0,16690;-0,46852;0,71767;-0,18489;0,02196;-0,00202;-0,09219;-0,10193;0,50886;0,01872;-0,01706;-0,06839;0,05592;0,07938;0,47667;-0,78612;-1,63361;3,20016;2,21956;0,50405;-0,77035;-1,69091;3,19159;2,24639;-0,10187;0,12358;0,34330;-0,53252;0,40087;0,27591;-0,33380;-0,93704;1,43534;0,63022;0,27591;-0,33380;-0,93704;1,43534;0,63022;0,00068;-0,00464;0,00906;-0,01270;0,02963;0,01872;-0,01706;-0,06839;0,05592;0,07938;0,13796;-0,16690;-0,46852;0,71767;0,81511;malware
P>malware.05351ad9a1db7bc4c253433d822c58a0fb631318.exe;0,00000;0,99990;0,00000;-1,00000;-1,00000;-1,00000;0,01820;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,01180;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,03293;0,02597;0,06481;-0,03286;0,98624;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00147;0,00186;-0,00669;-0,01411;0,03995;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00328;-0,00316;-0,00378;-0,00264;0,01777;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;malware
P>malware.053aabe348c848c4329f49b8d5f4c0f8b7307f33.exe;0,51090;0,48900;0,00000;0,00000;1,00000;0,00000;0,24860;0,06130;3,93310;2,99240;0,25970;1,00000;1,00000;0,01230;0,06130;1,00000;-0,03286;0,03334;0,09957;-0,12546;0,53464;0,01051;-0,01597;-0,05525;0,10331;0,45585;0,00000;0,00000;0,00000;0,00000;0,00000;0,14804;-0,15760;-0,50522;0,69758;-0,15650;0,29607;-0,31520;-1,01044;1,39516;0,68701;0,14804;-0,15760;-0,50522;0,69758;-0,15650;-0,02586;-0,00969;0,03406;-0,02839;0,40688;0,01303;-0,02160;-0,05396;0,07206;0,08506;0,69107;-0,81441;-2,34913;3,52108;3,04975;0,55929;-0,65911;-1,90117;2,84964;2,27750;-0,10887;0,11736;0,37137;-0,51789;0,37761;0,29607;-0,31520;-1,01044;1,39516;0,68701;0,29607;-0,31520;-1,01044;1,39516;0,68701;-0,00116;0,00087;0,00305;-0,00429;0,01532;0,01303;-0,02160;-0,05396;0,07206;0,08506;0,14804;-0,15760;-0,50522;0,69758;0,84351;malware
P>malware.054046eaf665468dad8b44230ba437847ec5963a.exe;0,48440;0,51560;0,00000;0,65310;0,34690;0,00000;0,32620;0,24190;0,93570;0,36000;0,12050;1,22720;0,75000;0,01450;0,40020;0,75000;-0,05720;0,04079;0,11714;-0,05532;0,45972;0,05720;-0,04079;-0,11714;0,05532;0,54028;0,00000;0,00000;0,00000;0,00000;0,00000;-0,01885;0,09841;-0,09886;-0,02762;0,68364;0,01885;-0,09841;0,09886;0,02762;0,31636;0,00000;0,00000;0,00000;0,00000;0,00000;-0,02223;0,00338;0,05728;-0,02484;0,33878;-0,01643;0,03770;-0,01378;-0,02369;0,26760;-0,05587;0,29167;-0,29302;-0,08186;1,02621;-0,03925;0,20492;-0,20587;-0,05751;0,42359;0,01233;-0,03702;0,01895;0,01746;0,11245;-0,04287;0,04895;0,06731;-0,05887;1,22052;0,01327;-0,04012;0,02088;0,01879;0,74121;-0,00508;0,00119;0,01399;-0,01006;0,02211;-0,03154;0,06666;-0,01380;-0,04683;0,44189;0,01327;-0,04012;0,02088;0,01879;0,74121;malware
P>malware.0542d481d6ea11dd9bc17cdacd5ee095c32a6d82.exe;0,43590;0,56410;0,00000;0,68900;0,31100;0,00000;0,34310;0,21700;1,20090;0,35080;0,12050;1,06960;0,75000;0,00850;0,36690;0,75000;-0,05610;0,04346;0,10949;-0,05546;0,41368;0,05610;-0,04346;-0,10949;0,05546;0,58632;0,00000;0,00000;0,00000;0,00000;0,00000;0,05790;0,06261;-0,31389;0,09154;0,74964;-0,05790;-0,06261;0,31389;-0,09154;0,25036;0,00000;0,00000;0,00000;0,00000;0,00000;-0,02618;0,00461;0,07914;-0,02874;0,32670;0,00314;0,02402;-0,05352;0,00814;0,22829;0,18496;0,20001;-1,00267;0,29242;1,39462;0,11352;0,12276;-0,61539;0,17947;0,46969;0,00553;-0,03489;0,03846;0,00919;0,10872;-0,13704;0,08643;0,35003;-0,21920;1,02692;0,00551;-0,03759;0,04306;0,00918;0,73705;-0,00140;0,00109;0,00306;-0,00195;0,00809;-0,03248;0,06467;0,00701;-0,04904;0,37491;0,00551;-0,03759;0,04306;0,00918;0,73705;malware
P>malware.054b56ebf67c692011a099d1337b19e787b11fc8.exe;0,00000;1,00000;0,00000;0,65310;0,34690;0,00000;0,20930;0,30090;0,57370;0,00490;0,12050;1,22720;0,75000;0,00710;0,49780;0,75000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,01351;0,08364;-0,19055;0,01995;0,69910;-0,01351;-0,08364;0,19055;-0,01995;0,30090;0,00000;0,00000;0,00000;0,00000;0,00000;-0,00284;-0,00739;0,02184;-0,00268;0,20382;-0,00503;0,02850;-0,03265;-0,00354;0,30944;0,03255;0,20153;-0,45914;0,04807;0,68454;0,02079;0,12869;-0,29319;0,03070;0,07568;0,02671;-0,03872;-0,02683;0,03354;0,12244;-0,19630;0,08792;0,53435;-0,25217;1,12726;0,02835;-0,04183;-0,02724;0,03558;0,75175;-0,00109;0,00045;0,00278;-0,00112;0,00682;-0,07068;0,07412;0,11833;-0,08746;0,47984;0,02835;-0,04183;-0,02724;0,03558;0,75175;malware
P>malware.055077d2e7ad77766b5cfd38c3ba71352fb9c5cc.exe;0,99610;0,00390;0,00000;1,00000;0,00000;0,00000;0,18280;0,07110;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,03230;0,00000;0,00000;0,00047;0,00247;0,00005;-0,00590;0,99695;-0,00047;-0,00247;-0,00005;0,00590;0,00305;0,00000;0,00000;0,00000;0,00000;0,00000;-0,64413;-0,08509;1,96270;0,78608;-1,26236;-0,32207;-0,04254;0,98135;0,39304;-1,13118;-0,32207;-0,04254;0,98135;0,39304;-1,13118;-0,02027;-0,00294;0,06160;0,02532;0,11170;-0,02290;-0,00303;0,06977;0,02795;-0,00933;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00944;-0,00191;0,02837;0,01300;-0,00065;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;malware
P>malware.0553ac4352807c28a418e83356d84d2b95ec6785.exe;0,00000;1,00000;0,00000;0,68470;0,31530;0,00000;0,18540;0,29330;0,73960;0,00470;0,12050;1,19860;0,75000;0,01550;0,46280;0,75000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,04838;0,03954;0,09139;-0,04802;0,98151;0,00000;0,00000;0,00000;0,00000;0,00000;-0,11904;0,15171;0,14342;-0,13502;0,66616;-0,02611;-0,03310;0,13074;-0,00905;0,27836;-0,04838;0,03954;0,09139;-0,04802;-0,01849;-0,00762;-0,00196;0,01970;-0,00530;0,20275;-0,03232;0,03829;0,03244;-0,03645;0,32543;-0,17951;0,28500;0,13220;-0,22104;0,73949;-0,10368;0,16460;0,07635;-0,12766;0,00464;0,06090;-0,05774;-0,10372;0,06391;0,13965;-0,15377;0,07541;0,36961;-0,14341;1,11603;-0,06488;0,04415;0,13513;-0,06059;0,72063;-0,00067;-0,00106;0,00149;-0,00269;0,02339;-0,06535;0,05457;0,10609;-0,06856;0,49933;-0,01649;0,00462;0,04374;-0,01257;0,73912;malware
P>malware.0554e0ee7133c8f9f37a557dd39e12101eef390c.exe;0,41490;0,58510;0,00000;0,67110;0,32890;0,00000;0,36070;0,22300;1,07870;0,34010;0,12050;1,03420;0,75000;0,00830;0,37290;0,75000;-0,05312;0,03202;0,11698;-0,04914;0,38925;0,05312;-0,03202;-0,11698;0,04914;0,61075;0,00000;0,00000;0,00000;0,00000;0,00000;-0,07186;0,22058;-0,14340;-0,05941;0,70963;-0,31290;0,25821;0,63040;-0,38630;0,22876;-0,12825;0,15960;0,16233;-0,14857;-0,02054;-0,04363;0,02093;0,10950;-0,04769;0,33905;0,00103;0,02669;-0,05093;0,00564;0,23410;0,17469;0,18890;-0,94700;0,27618;1,26166;0,11262;0,12178;-0,61052;0,17805;0,45805;0,08878;-0,13849;-0,06691;0,10563;0,12205;-0,39654;0,40242;0,69085;-0,52105;0,94743;-0,25100;0,28161;0,36772;-0,28796;0,69598;-0,00157;0,00109;0,00345;-0,00206;0,00823;-0,03896;0,06980;0,02130;-0,05855;0,37913;-0,12275;0,12201;0,20539;-0,13939;0,71652;malware
P>malware.055bfb3ca786f9cfe9d6c75b6a15e6cfd7080df9.exe;0,00000;1,00000;0,00000;0,00000;1,00000;0,00000;0,12310;0,06230;2,26220;0,03030;0,20620;1,00000;1,00000;0,02810;0,06230;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,12339;-0,17756;-0,41687;0,74067;-0,22292;0,24679;-0,35513;-0,83374;1,48134;0,55415;0,12339;-0,17756;-0,41687;0,74067;-0,22292;0,03161;-0,01135;-0,10381;-0,00559;0,23687;0,02577;-0,01900;-0,09099;0,06436;0,09863;0,38756;-0,67708;-1,33701;2,73011;1,70000;0,11731;-0,18876;-0,39511;0,77551;-0,22420;-0,09310;0,12986;0,31065;-0,54680;0,42584;0,24679;-0,35513;-0,83374;1,48134;0,55415;0,24679;-0,35513;-0,83374;1,48134;0,55415;0,00614;-0,00781;-0,00172;-0,01076;0,04129;0,02577;-0,01900;-0,09099;0,06436;0,09863;0,12339;-0,17756;-0,41687;0,74067;0,77708;malware
P>malware.0561dbf2400ffc02cb072816320567fc3346929c.exe;0,00000;1,00000;0,00000;0,70890;0,29110;0,00000;0,13660;0,23390;0,78300;0,00660;0,12050;1,12720;0,75000;0,01470;0,34080;0,75000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,09092;0,11314;0,11508;-0,10532;0,69434;0,09092;-0,11314;-0,11508;0,10532;0,30566;0,00000;0,00000;0,00000;0,00000;0,00000;0,00145;-0,00576;-0,00248;0,00134;0,15673;-0,02897;0,02976;0,03488;-0,03441;0,26368;-0,22867;0,28456;0,28944;-0,26490;0,74638;-0,12910;0,16065;0,16340;-0,14955;-0,01407;0,02926;-0,03299;-0,04199;0,03259;0,12692;-0,01449;-0,00379;0,04991;-0,00841;1,11383;0,03176;-0,03587;-0,04547;0,03539;0,75693;-0,00032;-0,00259;0,00277;-0,00113;0,02110;-0,04432;0,04176;0,05967;-0,05096;0,38163;0,03176;-0,03587;-0,04547;0,03539;0,75693;malware
P>malware.0566ff1fab76d5648241f82b642007a10cbd1bd6.exe;1,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,03790;0,05760;-1,00000;-1,00000;0,25970;0,00000;0,00000;0,00140;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,04122;0,29532;-0,35372;-0,06049;1,10359;-0,02061;0,14766;-0,17686;-0,03025;0,05180;-0,02061;0,14766;-0,17686;-0,03025;0,05180;-0,00473;-0,00707;0,01966;-0,01679;0,07382;-0,01278;0,02231;-0,00644;-0,03335;0,12307;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,01526;-0,10931;0,13093;0,02239;0,22136;-0,02061;0,14766;-0,17686;-0,03025;0,05180;-0,02061;0,14766;-0,17686;-0,03025;0,05180;-0,00009;0,00004;0,00023;-0,00039;0,00182;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;malware
P>malware.057cdb571faa29bf69f7222fc2dac8264176589b.exe;0,41680;0,58320;0,00000;0,67240;0,32760;0,00000;0,36320;0,22520;1,08720;0,34090;0,12050;1,03780;0,75000;0,01860;0,37680;0,75000;-0,05236;0,04860;0,09063;-0,05471;0,39999;0,05236;-0,04860;-0,09063;0,05471;0,60001;0,00000;0,00000;0,00000;0,00000;0,00000;-0,02314;0,12113;-0,13441;-0,01292;0,70529;-0,12406;-0,00153;0,41243;-0,13210;0,23844;-0,04907;0,03987;0,09267;-0,04834;-0,01876;-0,02595;-0,00570;0,07772;-0,01756;0,37635;-0,00553;0,02529;-0,03516;0,00030;0,25323;0,08047;0,25225;-0,70490;0,10994;1,24752;0,05170;0,16206;-0,45286;0,07063;0,44390;0,05131;-0,06369;-0,06345;0,05645;0,12940;-0,25946;0,14154;0,63847;-0,30843;0,92032;-0,07759;0,03890;0,18338;-0,07021;0,70866;-0,00297;-0,00083;0,00856;-0,00481;0,02621;-0,06687;0,06631;0,10041;-0,07613;0,39608;-0,02852;-0,00096;0,09071;-0,02187;0,72741;malware
P>malware.057da655d525a7104a50bc02994ff023443eaa69.exe;0,50330;0,49670;0,00000;0,00000;1,00000;0,00000;0,20940;0,05270;2,79160;3,67160;0,20620;1,00000;1,00000;0,02110;0,05270;1,00000;-0,03463;0,04578;0,09147;-0,14593;0,54250;-0,00459;-0,01431;-0,01492;0,10641;0,44149;0,00000;0,00000;0,00000;0,00000;0,00000;0,10355;-0,18887;-0,34792;0,76497;-0,27160;0,20709;-0,37774;-0,69584;1,52994;0,45681;0,10355;-0,18887;-0,34792;0,76497;-0,27160;0,00966;0,00526;-0,04852;-0,08249;0,37388;0,01640;-0,01666;-0,05847;0,05575;0,07087;0,37152;-0,85185;-1,28518;3,34902;2,00647;0,43834;-0,88449;-1,45733;3,56186;2,24854;-0,07830;0,13816;0,25936;-0,56460;0,46192;0,20709;-0,37774;-0,69584;1,52994;0,45681;0,20709;-0,37774;-0,69584;1,52994;0,45681;0,00069;-0,00410;0,00727;-0,01092;0,03047;0,01640;-0,01666;-0,05847;0,05575;0,07087;0,10355;-0,18887;-0,34792;0,76497;0,72840;malware
P>malware.0583fb612cef30e504cd434d7faa22bc1a2d03e7.exe;0,00000;1,00000;0,00000;0,67060;0,32940;0,00000;0,24280;0,25630;0,68300;0,00380;0,12050;1,03370;0,75000;0,01630;0,42840;0,75000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,12564;0,15510;0,15923;-0,14228;0,64917;-0,03187;-0,02519;0,13552;-0,01411;0,29174;-0,05250;0,04330;0,09825;-0,05213;-0,01970;0,01860;-0,02846;-0,02583;0,01223;0,28269;-0,02761;0,03269;0,02622;-0,04224;0,29262;-0,17439;0,27915;0,12503;-0,21627;0,68458;-0,10955;0,16735;0,09149;-0,13501;0,00116;0,05629;-0,06222;-0,08120;0,05988;0,13401;-0,09559;0,07785;0,17683;-0,08890;0,99623;-0,09594;0,04776;0,22942;-0,09046;0,69947;-0,00129;-0,00388;0,01030;-0,00541;0,02173;-0,03583;0,05646;0,00626;-0,05897;0,49705;-0,04344;0,00446;0,13117;-0,03833;0,71917;malware
P>malware.058539f00e5680c62e6f64954408cfcac911e204.exe;0,00000;0,99990;0,00000;-1,00000;-1,00000;-1,00000;0,01990;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,01180;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,08498;0,07271;0,15964;-0,08810;0,96774;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00418;0,00381;0,00728;-0,02338;0,04730;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00183;-0,00164;0,01007;-0,00691;0,01447;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;malware
P>malware.058d9bf6f5d251b207bf3b9a33d02356e6bc2ae9.exe;0,50580;0,49420;0,00000;0,67240;0,32760;0,00000;0,30860;0,23210;1,05390;0,36790;0,12050;1,23380;0,75000;0,01520;0,38040;0,75000;-0,05464;0,04458;0,10614;-0,05636;0,48403;0,05464;-0,04458;-0,10614;0,05636;0,51598;0,00000;0,00000;0,00000;0,00000;0,00000;-0,01200;0,09788;-0,12350;-0,01687;0,70759;0,01200;-0,09788;0,12350;0,01687;0,29241;0,00000;0,00000;0,00000;0,00000;0,00000;-0,02187;0,00496;0,05333;-0,02104;0,32312;-0,01480;0,03309;-0,01351;-0,01690;0,25788;-0,03666;0,29898;-0,37723;-0,05151;1,16140;-0,02441;0,19912;-0,25124;-0,03431;0,43950;0,02607;-0,03792;-0,02564;0,03227;0,12240;-0,14438;0,06199;0,39102;-0,17500;1,15689;0,02785;-0,04106;-0,02647;0,03448;0,75179;-0,00254;0,00071;0,00533;-0,00546;0,02319;-0,05522;0,06242;0,07059;-0,06557;0,40392;0,02785;-0,04106;-0,02647;0,03448;0,75179;malware
P>malware.0596ce60fece950db0e5b0d09489892550441011.exe;1,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,03390;0,04220;-1,00000;-1,00000;0,22330;0,00000;0,00000;0,00290;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,06886;0,23739;-0,65504;0,10956;1,14818;0,03443;0,11869;-0,32752;0,05478;0,07409;0,03443;0,11869;-0,32752;0,05478;0,07409;0,00496;-0,00294;-0,00779;-0,01807;0,06274;0,00635;0,01511;-0,04293;-0,02102;0,08628;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,02674;-0,09219;0,25438;-0,04255;0,16576;0,03443;0,11869;-0,32752;0,05478;0,07409;0,03443;0,11869;-0,32752;0,05478;0,07409;0,00099;-0,00147;-0,00029;-0,00048;0,00411;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;malware
P>malware.05aa680163a6a5f28635ac93fe749779593fd276.exe;0,63750;0,36250;0,00000;0,00000;0,00000;1,00000;0,05050;0,00080;-1,00000;-1,00000;0,11620;2,19720;1,00000;0,01220;0,00370;1,00000;0,01506;-0,01578;-0,02441;0,01725;0,64163;-0,03636;0,03236;0,06666;-0,03840;0,34939;0,00000;0,00000;0,00000;0,00000;0,00000;-0,11652;0,10922;0,20590;-0,12574;-0,03906;-0,11652;0,10922;0,20590;-0,12574;-0,03906;-0,23304;0,21845;0,41180;-0,25148;0,92188;-0,00120;0,00477;-0,00339;-0,04307;0,11266;0,00020;-0,00001;-0,00095;0,00023;0,00160;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,10298;-0,09653;-0,18197;0,11113;0,15072;-0,37254;0,34921;0,65830;-0,40202;2,07232;-0,23304;0,21845;0,41180;-0,25148;0,92188;-0,00124;-0,00063;0,00724;-0,00820;0,01659;0,00092;-0,00004;-0,00445;0,00100;0,00751;-0,11652;0,10922;0,20590;-0,12574;0,96094;malware
P>malware.05abafd84b58f89f5f32c67cb3143ea50bbc94dd.exe;1,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,06080;0,06000;-1,00000;-1,00000;0,15190;1,00000;0,66670;0,00160;0,12010;0,66670;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,01529;0,26785;-0,51052;0,02346;1,12857;0,00765;0,13392;-0,25526;0,01173;0,06428;0,00765;0,13392;-0,25526;0,01173;0,06428;-0,00638;-0,01168;0,02179;-0,01674;0,12001;-0,00573;0,01569;-0,02703;-0,01525;0,13078;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00648;-0,11358;0,21649;-0,00995;0,09738;0,01529;0,26785;-0,51052;0,02346;1,12857;0,01274;0,22321;-0,42545;0,01955;0,77384;-0,00004;0,00001;0,00006;-0,00025;0,00202;-0,01147;0,03140;-0,05400;-0,03054;0,26151;0,00510;0,08929;-0,17018;0,00782;0,70956;malware
P>malware.05b091238402a9ee47d52fa6028f0ea4d6c83dc6.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,15300;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,01610;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00285;-0,00031;0,00021;-0,02064;0,20543;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00572;-0,00121;-0,02074;0,00261;0,03248;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;malware
